"gvkey","year","Filing","Date","Restate_Int"
25777,2007,"0001193125-07-057046","3/16/2007",0
25783,2005,"0000950134-05-006598","3/31/2005",1
25783,2006,"0000950134-06-004019","3/1/2006",0
25783,2007,"0000950134-07-026067","12/21/2007",0
25783,2008,"0000950134-08-003484","2/27/2008",0
25789,2005,"0000885988-05-000043","3/22/2005",0
25789,2006,"0000885988-06-000045","3/30/2006",0
25789,2007,"0000885988-07-000007","3/21/2007",0
25789,2008,"0000885988-08-000018","3/14/2008",0
25789,2009,"0000885988-09-000016","3/31/2009",0
25805,2009,"0000832370-09-000036","10/13/2009",0
25845,2005,"0001019056-05-000720","6/29/2005",0
25845,2006,"0001019056-06-000734","7/12/2006",0
25845,2007,"0001019056-07-000607","6/26/2007",0
25845,2008,"0001019056-08-000815","6/25/2008",0
25848,2005,"0001104659-05-028196","6/14/2005",0
25848,2006,"0001104659-06-041673","6/14/2006",0
25848,2007,"0001104659-07-043880","5/30/2007",0
25848,2008,"0001047469-08-007494","6/16/2008",0
25848,2009,"0001047469-09-006591","6/30/2009",0
25849,2009,"0001144204-09-020504","4/15/2009",0
25859,2005,"0001193125-05-052627","3/16/2005",0
25859,2006,"0001193125-06-070792","3/31/2006",0
25859,2007,"0001193125-07-051664","3/12/2007",0
25859,2008,"0001193125-08-052771","3/11/2008",0
25870,2005,"0000891014-05-000081","3/11/2005",0
25870,2006,"0000891014-06-000048","3/8/2006",0
25870,2007,"0000930413-07-001756","2/28/2007",0
25870,2008,"0000891014-08-000026","2/27/2008",0
25870,2009,"0000891014-09-000016","2/26/2009",0
25874,2005,"0000950129-05-002094","3/8/2005",0
25874,2006,"0000950129-06-002352","3/8/2006",0
25874,2007,"0000950129-07-001170","3/5/2007",0
25874,2008,"0000950129-08-001387","2/29/2008",0
25874,2009,"0001362310-09-002973","2/27/2009",0
25880,2005,"0001193125-05-141990","7/14/2005",0
25880,2006,"0001193125-06-146127","7/13/2006",0
25880,2007,"0001193125-07-144264","6/27/2007",0
25880,2008,"0001193125-08-140218","6/25/2008",0
25880,2009,"0001193125-09-136664","6/24/2009",0
25882,2009,"0001168220-09-000013","3/30/2009",0
25896,2005,"0000950144-05-004467","4/28/2005",0
25896,2006,"0000950144-06-003487","4/13/2006",0
25896,2007,"0000891919-07-000020","4/19/2007",0
25896,2008,"0000891919-08-000038","4/17/2008",0
25896,2009,"0000891919-09-000227","4/16/2009",0
25906,2005,"0000950134-05-006595","3/31/2005",0
25906,2006,"0000950134-06-006290","3/30/2006",0
25906,2007,"0000950134-07-006944","3/29/2007",0
25906,2008,"0000891618-08-000171","3/18/2008",0
25906,2009,"0000950134-09-005448","3/16/2009",0
25918,2006,"0001068800-06-000001","1/3/2006",0
25918,2007,"0000950137-07-018323","12/7/2007",1
25918,2008,"0001362310-08-007817","12/2/2008",0
25918,2009,"0000950123-09-066962","11/30/2009",0
25922,2005,"0001193125-05-052852","3/16/2005",0
25922,2006,"0001193125-06-056303","3/16/2006",0
25922,2007,"0001193125-07-053347","3/13/2007",0
25922,2008,"0001193125-08-053030","3/11/2008",0
25922,2009,"0001193125-09-048875","3/10/2009",0
25923,2005,"0000797465-05-000004","2/9/2005",0
25923,2006,"0000797465-06-000016","2/6/2006",0
25923,2007,"0000797465-07-000016","2/5/2007",0
25923,2008,"0000797465-08-000008","2/4/2008",0
25923,2009,"0001362310-09-000945","2/2/2009",0
25924,2008,"0000950152-08-002476","3/31/2008",0
25924,2009,"0001144204-09-017036","3/30/2009",0
25937,2005,"0000892569-05-001059","11/18/2005",0
25937,2006,"0000936392-06-000303","3/31/2006",0
25937,2007,"0000936392-07-000206","3/16/2007",0
25937,2008,"0001193125-08-046720","3/5/2008",0
25937,2009,"0001193125-09-055524","3/16/2009",0
25946,2006,"0000950129-06-006542","6/22/2006",0
25946,2007,"0001144204-07-031529","6/13/2007",0
25946,2008,"0001144204-08-036469","6/24/2008",0
25946,2009,"0001437749-09-000692","6/29/2009",0
25964,2005,"0001193125-05-065286","3/30/2005",0
25964,2007,"0000950152-07-002173","3/15/2007",0
25964,2008,"0000950152-08-001529","2/28/2008",0
25964,2009,"0001193125-09-037557","2/25/2009",0
25972,2005,"0000950136-05-007615","11/29/2005",0
25972,2006,"0000950136-06-010279","12/14/2006",0
25972,2007,"0000950136-07-008372","12/13/2007",0
25972,2008,"0000950123-08-016351","11/25/2008",0
25972,2009,"0000950123-09-068498","12/4/2009",0
25976,2005,"0000950144-05-003094","3/25/2005",0
25976,2006,"0000950144-06-003042","3/31/2006",0
25978,2005,"0000950129-05-002058","3/8/2005",0
25978,2006,"0000950129-06-002249","3/6/2006",0
25978,2007,"0000950124-07-001330","3/6/2007",0
25978,2008,"0000950124-08-001275","3/17/2008",0
25978,2009,"0001047469-09-008834","10/8/2009",0
25979,2005,"0001275287-05-001126","3/31/2005",0
25979,2006,"0001275287-06-001698","3/31/2006",0
25979,2007,"0001275287-07-001609","4/2/2007",0
25979,2008,"0001144204-08-019772","4/1/2008",0
25979,2009,"0001144204-09-017702","3/31/2009",0
25980,2005,"0001193125-05-006006","1/13/2005",0
25980,2006,"0001047469-06-002468","2/27/2006",0
25980,2007,"0001104659-07-002714","1/16/2007",0
25980,2008,"0001047469-08-000398","1/18/2008",0
25980,2009,"0000718789-09-000009","1/14/2009",0
26004,2005,"0000950152-05-001646","3/1/2005",0
26004,2006,"0000950152-06-001918","3/9/2006",0
26004,2007,"0000950152-07-001893","3/7/2007",0
26011,2005,"0000950124-05-003749","6/9/2005",0
26011,2006,"0000950124-06-003240","6/13/2006",0
26011,2007,"0000950124-07-003093","5/30/2007",0
26011,2008,"0000950124-08-002560","5/30/2008",0
26011,2009,"0000950152-09-005649","5/28/2009",0
26012,2005,"0000950152-05-005148","6/14/2005",0
26012,2006,"0000950152-06-005119","6/14/2006",0
26012,2007,"0000950152-07-006792","8/13/2007",0
26012,2008,"0000950152-08-004310","5/30/2008",0
26012,2009,"0000950152-09-005698","5/29/2009",0
26013,2005,"0000893538-05-000026","2/25/2005",0
26013,2006,"0001144204-06-007665","2/27/2006",0
26013,2007,"0001104659-07-013545","2/23/2007",0
26013,2008,"0000893538-08-000013","2/22/2008",0
26013,2009,"0000893538-09-000012","2/24/2009",0
26015,2005,"0000950134-05-017619","9/13/2005",0
26015,2007,"0000891618-07-000544","9/10/2007",0
26015,2008,"0000950134-08-016561","9/12/2008",0
26015,2009,"0000950123-09-042752","9/11/2009",1
26019,2005,"0000950124-05-002500","4/19/2005",0
26019,2006,"0000950124-06-002103","4/21/2006",0
26019,2007,"0000950124-07-002070","4/9/2007",0
26021,2005,"0001047469-05-006379","3/14/2005",0
26021,2006,"0001104659-06-017877","3/20/2006",0
26021,2007,"0001104659-07-015082","3/1/2007",0
26021,2008,"0001047469-08-001960","2/29/2008",0
26021,2009,"0001193125-09-039274","2/26/2009",0
26038,2008,"0000881695-08-000012","3/6/2008",0
26039,2005,"0001017386-05-000043","3/31/2005",0
26039,2006,"0001017386-06-000037","3/31/2006",0
26039,2007,"0001017386-07-000100","4/19/2007",0
26039,2008,"0001017386-08-000040","3/31/2008",0
26039,2009,"0001017386-09-000039","3/31/2009",0
26044,2005,"0000950134-05-000769","1/14/2005",0
26044,2006,"0000950134-06-000623","1/17/2006",0
26044,2007,"0000950137-07-000311","1/12/2007",0
26044,2008,"0000950137-08-000375","1/14/2008",0
26045,2005,"0000950152-05-002352","3/21/2005",0
26045,2006,"0000950152-06-002427","3/23/2006",0
26045,2007,"0000950152-07-002362","3/21/2007",0
26045,2008,"0000950152-08-002100","3/19/2008",0
26045,2009,"0000950152-09-002617","3/13/2009",0
26059,2009,"0001157523-09-002454","3/31/2009",0
26061,2005,"0001047469-05-006738","3/16/2005",0
26061,2006,"0001047469-06-003277","3/13/2006",0
26061,2007,"0001047469-07-001535","3/1/2007",0
26061,2008,"0001047469-08-002034","2/29/2008",0
26061,2009,"0001047469-09-002040","3/2/2009",0
26064,2005,"0001104659-05-046385","9/29/2005",0
26064,2006,"0001104659-06-066508","10/13/2006",0
26064,2007,"0001104659-07-074564","10/12/2007",0
26069,2008,"0001193125-08-058618","3/17/2008",0
26069,2009,"0001193125-09-055183","3/16/2009",0
26246,2005,"0001047469-05-018325","6/29/2005",0
26246,2006,"0001104659-06-044524","6/29/2006",0
26246,2007,"0001104659-07-050898","6/28/2007",0
26246,2008,"0001047469-08-008001","7/3/2008",0
26246,2009,"0001437749-09-000698","6/29/2009",0
26520,2005,"0001104659-05-041849","8/29/2005",0
26520,2006,"0001104659-06-056279","8/21/2006",0
26520,2007,"0001104659-07-057547","7/31/2007",0
26520,2008,"0001193125-08-178507","8/14/2008",0
26520,2009,"0001193125-09-163348","8/4/2009",0
26523,2005,"0000921895-05-001036","6/30/2005",0
26523,2007,"0000932440-07-000194","3/7/2007",0
26557,2005,"0000893816-05-000014","3/16/2005",0
26837,2005,"0000950129-05-002985","3/30/2005",0
26900,2005,"0000019149-05-000008","1/31/2005",0
26900,2006,"0000019149-06-000009","1/27/2006",0
26900,2007,"0000019149-07-000012","1/26/2007",0
26900,2008,"0000019149-08-000007","1/25/2008",0
26900,2009,"0000019149-09-000003","1/23/2009",0
27199,2006,"0001193125-06-048519","3/8/2006",1
27199,2007,"0001193125-07-047509","3/7/2007",0
27199,2008,"0001193125-08-055698","3/14/2008",0
27199,2009,"0001193125-09-055533","3/16/2009",0
27747,2007,"0000950134-07-004578","3/1/2007",0
27748,2009,"0000950005-09-000162","3/27/2009",0
27760,2005,"0001193125-05-052373","3/16/2005",0
27760,2006,"0001193125-06-056860","3/16/2006",0
27760,2007,"0001193125-07-057035","3/16/2007",0
27760,2008,"0001193125-08-058971","3/17/2008",0
27760,2009,"0001193125-09-055622","3/16/2009",0
27776,2005,"0000950152-05-002199","3/16/2005",0
27776,2006,"0000950152-06-002176","3/16/2006",0
27776,2007,"0000950152-07-002160","3/15/2007",0
27776,2008,"0000950152-08-001732","3/6/2008",0
27776,2009,"0000950152-09-002130","3/3/2009",0
27783,2005,"0000950144-05-003049","3/24/2005",0
27783,2006,"0000950144-06-003574","4/17/2006",0
27784,2009,"0001193125-09-255476","12/18/2009",0
27786,2007,"0001193125-07-043979","3/1/2007",0
27786,2008,"0001193125-08-043772","2/29/2008",0
27786,2009,"0001193125-09-042739","3/2/2009",0
27790,2005,"0000950135-05-001432","3/15/2005",0
27790,2006,"0000950135-06-001544","3/13/2006",0
27790,2007,"0000950135-07-001683","3/16/2007",0
27790,2008,"0000950135-08-001785","3/14/2008",0
27790,2009,"0000950135-09-002363","3/31/2009",0
27794,2005,"0001193125-05-170616","8/18/2005",0
27794,2006,"0001193125-06-179160","8/24/2006",0
27794,2007,"0001193125-07-187409","8/22/2007",0
27794,2008,"0001193125-08-181391","8/20/2008",0
27794,2009,"0001193125-09-177499","8/18/2009",0
27795,2008,"0001019687-08-001634","4/15/2008",0
27816,2005,"0000895663-05-000008","3/16/2005",0
27816,2006,"0000895663-06-000025","3/16/2006",0
27816,2007,"0000950129-07-001099","3/1/2007",0
27816,2008,"0000950129-08-001191","2/26/2008",0
27816,2009,"0000950129-09-000689","3/2/2009",0
27822,2005,"0000950137-05-004024","4/1/2005",0
27822,2006,"0000950137-06-004087","4/3/2006",0
27823,2005,"0001047469-05-005240","3/3/2005",0
27823,2006,"0000914062-06-000127","2/23/2006",0
27823,2007,"0001193125-07-036764","2/22/2007",0
27823,2008,"0001193125-08-035381","2/21/2008",0
27823,2009,"0001193125-09-033205","2/19/2009",0
27825,2005,"0001144204-05-030177","9/28/2005",0
27825,2006,"0001144204-06-040235","9/28/2006",0
27828,2005,"0000892569-05-000144","3/16/2005",0
27828,2006,"0000950137-06-003127","3/16/2006",0
27828,2007,"0000892569-07-000250","3/16/2007",0
27828,2008,"0000892569-08-000295","3/14/2008",0
27828,2009,"0000950134-09-005306","3/13/2009",0
27856,2005,"0001167966-05-000328","3/7/2005",0
27856,2006,"0001188112-06-000598","3/2/2006",0
27856,2007,"0001188112-07-000639","3/9/2007",0
27856,2008,"0001019687-08-000774","2/26/2008",0
27856,2009,"0001019687-09-000698","3/2/2009",0
27873,2009,"0001144204-09-013597","3/12/2009",0
27882,2005,"0001047469-05-006746","3/16/2005",0
27882,2006,"0001104659-06-016378","3/14/2006",0
27882,2007,"0001104659-07-018747","3/13/2007",0
27882,2008,"0001193125-08-059108","3/17/2008",0
27906,2006,"0000950137-06-003136","3/16/2006",0
27906,2007,"0001144204-07-012843","3/15/2007",0
27906,2008,"0001144204-08-015249","3/14/2008",0
27906,2009,"0001144204-09-013740","3/13/2009",0
27913,2005,"0000950129-05-002492","3/16/2005",0
27913,2006,"0000950129-06-002354","3/8/2006",0
27913,2007,"0000950124-07-001971","4/2/2007",0
27913,2008,"0000950124-08-001582","3/27/2008",0
27913,2009,"0000950134-09-005798","3/20/2009",0
27925,2005,"0000896841-05-000007","3/16/2005",0
27925,2006,"0000896841-06-000008","3/7/2006",0
27925,2007,"0000896841-07-000016","3/1/2007",0
27925,2008,"0000896841-08-000014","2/29/2008",0
27925,2009,"0000896841-09-000006","3/16/2009",0
27928,2005,"0000950134-05-018355","9/26/2005",0
27928,2006,"0000950134-06-017817","9/15/2006",0
27928,2007,"0000950134-07-020001","9/14/2007",0
27928,2008,"0000950134-08-016540","9/12/2008",0
27928,2009,"0000950123-09-043307","9/15/2009",0
27936,2005,"0001104659-05-060751","12/14/2005",0
27936,2006,"0001104659-06-081528","12/14/2006",0
27936,2007,"0001047469-07-010036","12/14/2007",0
27936,2008,"0001047469-08-013160","12/15/2008",0
27936,2009,"0001193125-09-252294","12/14/2009",0
27937,2005,"0000892569-05-000237","4/12/2005",0
27937,2006,"0000950137-06-003975","3/31/2006",0
27937,2007,"0000892569-07-000366","3/30/2007",0
27937,2008,"0000950134-08-005639","3/31/2008",0
27938,2005,"0001206774-05-000596","4/14/2005",0
27938,2006,"0001206774-06-000760","4/13/2006",0
27938,2007,"0001206774-07-001037","4/18/2007",0
27938,2008,"0001206774-08-000811","4/17/2008",0
27938,2009,"0001206774-09-000791","4/16/2009",0
27960,2005,"0001003297-05-000049","3/11/2005",0
27960,2006,"0001003297-06-000101","3/16/2006",0
27960,2007,"0001003297-07-000072","3/14/2007",0
27960,2008,"0001003297-08-000054","3/12/2008",0
27960,2009,"0001003297-09-000068","3/11/2009",0
27965,2005,"0001104659-05-025010","5/23/2005",0
27965,2006,"0001104659-06-038580","5/31/2006",0
27965,2007,"0000827054-07-000095","5/25/2007",0
27965,2008,"0000827054-08-000120","5/28/2008",0
27965,2009,"0000827054-09-000103","5/29/2009",0
27980,2005,"0000950136-05-001118","3/2/2005",0
27980,2006,"0001193125-06-049130","3/9/2006",0
27980,2007,"0001193125-07-035227","2/20/2007",0
27980,2008,"0001193125-08-037472","2/25/2008",0
27980,2009,"0001193125-09-034983","2/23/2009",0
27981,2005,"0000950144-05-003691","4/8/2005",0
27981,2006,"0000950144-06-003320","4/7/2006",0
27981,2007,"0000950144-07-002986","4/2/2007",0
27981,2008,"0000950144-08-002380","3/28/2008",0
27981,2009,"0000950144-09-002658","3/27/2009",0
27991,2005,"0001193125-05-090495","4/29/2005",1
27991,2007,"0001193125-07-068879","3/29/2007",0
27997,2005,"0000741696-05-000002","1/14/2005",0
27997,2006,"0000741696-06-000002","1/17/2006",0
27997,2007,"0000741696-07-000007","1/29/2007",0
27997,2008,"0000741696-08-000003","1/11/2008",0
27997,2009,"0000741696-09-000002","1/12/2009",0
28004,2005,"0000950136-05-001260","3/10/2005",0
28004,2006,"0000950136-06-001562","3/2/2006",0
28004,2007,"0000950136-07-001602","3/13/2007",0
28004,2008,"0000950136-08-001177","3/5/2008",0
28004,2009,"0000950123-09-003444","2/25/2009",0
28018,2005,"0001206774-05-000695","4/22/2005",0
28018,2006,"0001193125-06-078035","4/12/2006",0
28018,2007,"0001193125-07-070930","4/2/2007",0
28018,2008,"0001193125-08-068756","3/28/2008",0
28018,2009,"0001193125-09-068108","3/31/2009",0
28078,2005,"0000950116-05-002995","9/13/2005",0
28078,2006,"0001125282-06-005712","9/13/2006",0
28118,2005,"0001104659-05-011874","3/17/2005",0
28118,2006,"0001047469-06-003081","3/9/2006",0
28118,2007,"0001140361-07-015655","8/8/2007",0
28118,2008,"0001104659-08-015541","3/5/2008",0
28118,2009,"0001047469-09-002227","3/4/2009",0
28139,2005,"0001104659-05-063029","12/29/2005",0
28139,2007,"0001047469-07-009573","11/28/2007",0
28139,2008,"0001047469-08-012528","11/24/2008",0
28139,2009,"0000897723-09-000007","12/1/2009",0
28145,2005,"0001193125-05-078644","4/18/2005",0
28145,2006,"0001193125-06-081422","4/17/2006",0
28176,2005,"0000950137-05-002363","2/28/2005",0
28176,2006,"0000950137-06-002247","2/27/2006",0
28176,2007,"0000950137-07-002945","2/28/2007",0
28176,2008,"0000950137-08-002942","2/28/2008",0
28176,2009,"0000950137-09-001365","2/27/2009",0
28180,2005,"0000898173-05-000019","3/15/2005",0
28180,2006,"0000898173-06-000027","3/15/2006",0
28180,2007,"0000898173-07-000024","3/1/2007",0
28180,2009,"0001193125-09-041373","3/2/2009",0
28184,2005,"0001193125-05-065621","3/31/2005",1
28184,2006,"0001193125-06-057098","3/17/2006",1
28191,2005,"0000884887-05-000004","3/14/2005",0
28191,2006,"0000884887-06-000003","2/24/2006",0
28191,2007,"0000884887-07-000043","2/28/2007",0
28191,2008,"0000884887-08-000067","2/19/2008",0
28191,2009,"0001193125-09-035629","2/24/2009",0
28194,2005,"0000950152-05-001761","3/4/2005",0
28194,2006,"0000950152-06-002137","3/15/2006",0
28194,2007,"0000950152-07-001689","3/1/2007",0
28194,2008,"0000950152-08-001586","2/29/2008",0
28194,2009,"0000950152-09-001661","2/23/2009",0
28195,2005,"0000950144-05-010851","10/28/2005",0
28195,2007,"0001193125-07-225859","10/25/2007",0
28195,2008,"0001193125-08-219096","10/29/2008",0
28195,2009,"0000950123-09-052410","10/22/2009",0
28206,2005,"0000849502-05-000005","3/16/2005",0
28206,2006,"0000849502-06-000010","3/15/2006",0
28206,2007,"0000849502-07-000008","2/21/2007",0
28206,2008,"0000849502-08-000005","2/27/2008",0
28206,2009,"0000849502-09-000004","2/2/2009",0
28209,2005,"0001047469-05-006795","3/16/2005",0
28209,2006,"0001104659-06-015388","3/9/2006",0
28209,2007,"0001104659-07-018715","3/13/2007",0
28209,2008,"0001047469-08-002593","3/12/2008",0
28209,2009,"0001047469-09-002371","3/9/2009",0
28249,2005,"0001047469-05-019467","7/15/2005",0
28249,2006,"0001104659-06-049987","7/31/2006",0
28256,2005,"0001193125-05-043720","3/7/2005",0
28256,2006,"0001193125-06-043778","3/2/2006",0
28256,2007,"0001193125-07-044381","3/1/2007",0
28285,2009,"0000950123-09-049173","10/8/2009",0
28295,2005,"0000899751-05-000011","2/24/2005",0
28295,2006,"0000899751-06-000015","2/24/2006",0
28295,2007,"0000899751-07-000020","2/28/2007",0
28295,2008,"0000899751-08-000010","2/28/2008",0
28295,2009,"0000899751-09-000007","2/26/2009",0
28296,2005,"0001104659-05-011202","3/16/2005",0
28296,2006,"0001104659-06-017386","3/16/2006",0
28296,2007,"0001104659-07-019875","3/16/2007",0
28296,2008,"0000880115-08-000004","3/14/2008",0
28296,2009,"0000880115-09-000004","3/16/2009",0
28303,2005,"0001193125-05-078698","4/18/2005",0
28303,2006,"0001193125-06-081382","4/17/2006",0
28303,2007,"0001193125-07-081851","4/16/2007",0
28303,2008,"0001193125-08-084806","4/18/2008",0
28303,2009,"0001193125-09-076604","4/9/2009",0
28316,2005,"0001104659-05-011165","3/15/2005",0
28317,2005,"0001104659-05-010955","3/15/2005",0
28347,2007,"0001193125-07-057254","3/16/2007",0
28347,2008,"0001193125-08-060950","3/19/2008",0
28347,2009,"0001193125-09-055569","3/16/2009",0
28374,2005,"0001193125-05-066959","3/31/2005",0
28374,2006,"0001170918-06-000704","7/24/2006",1
28374,2007,"0001193125-07-077208","4/10/2007",1
28374,2008,"0001193125-08-067749","3/28/2008",0
28388,2005,"0001104659-05-013750","3/30/2005",0
28388,2006,"0001104659-06-016989","3/16/2006",0
28388,2007,"0001104659-07-018951","3/14/2007",0
28388,2008,"0001047469-08-003682","3/28/2008",0
28388,2009,"0001047469-09-002773","3/16/2009",0
28397,2005,"0001104659-05-010419","3/10/2005",0
28397,2006,"0001104659-06-012747","2/28/2006",0
28397,2007,"0001104659-07-014525","2/28/2007",0
28397,2008,"0001104659-08-012935","2/26/2008",0
28397,2009,"0001104659-09-011825","2/24/2009",0
28408,2005,"0001193125-05-059874","3/24/2005",0
28408,2006,"0001193125-06-053842","3/14/2006",0
28408,2007,"0001193125-07-035190","2/20/2007",0
28408,2008,"0001193125-08-029669","2/14/2008",0
28408,2009,"0001193125-09-029234","2/13/2009",0
28410,2005,"0000892917-05-000051","3/30/2005",0
28410,2006,"0000892917-06-000110","3/31/2006",0
28410,2007,"0000892917-07-000049","3/16/2007",1
28410,2008,"0001193125-08-057694","3/17/2008",0
28410,2009,"0001193125-09-054112","3/16/2009",0
28414,2005,"0000897101-05-000757","3/17/2005",0
28414,2006,"0000897101-06-000599","3/16/2006",0
28435,2005,"0000950134-05-005236","3/16/2005",0
28435,2006,"0000950134-06-005295","3/16/2006",0
28460,2005,"0001038838-05-000332","3/15/2005",0
28460,2006,"0001038838-06-000164","3/14/2006",0
28460,2007,"0001038838-07-000153","3/13/2007",0
28460,2008,"0001038838-08-000095","3/10/2008",0
28460,2009,"0001038838-09-000060","3/16/2009",0
28462,2005,"0000950152-05-002223","3/16/2005",0
28462,2006,"0000950152-06-002203","3/16/2006",0
28462,2007,"0000950152-07-002246","3/16/2007",0
28462,2008,"0000950152-08-001993","3/17/2008",0
28462,2009,"0000950152-09-002683","3/16/2009",0
28477,2005,"0001193125-05-042565","3/4/2005",0
28477,2006,"0001193125-06-046393","3/7/2006",0
28477,2007,"0001193125-07-057183","3/16/2007",0
28477,2008,"0001193125-08-043229","2/29/2008",0
28477,2009,"0001193125-09-040316","2/27/2009",0
28483,2006,"0001019687-06-001509","6/20/2006",0
28501,2005,"0000950144-05-003992","4/18/2005",0
28502,2005,"0001193125-05-049473","3/14/2005",0
28502,2006,"0001275287-06-004584","8/25/2006",0
28518,2005,"0001193125-05-246424","12/21/2005",0
28518,2006,"0001193125-06-258276","12/22/2006",0
28518,2007,"0001193125-07-268981","12/20/2007",0
28518,2008,"0001193125-08-255693","12/18/2008",0
28518,2009,"0001193125-09-255035","12/18/2009",0
28524,2005,"0000902277-05-000118","11/14/2005",0
28543,2005,"0000904978-05-000005","3/3/2005",0
28543,2006,"0000904978-06-000007","3/10/2006",0
28543,2007,"0000904978-07-000027","3/8/2007",0
28543,2008,"0000904978-08-000007","3/7/2008",0
28543,2009,"0000904978-09-000011","3/4/2009",0
28563,2005,"0001193125-05-050638","3/15/2005",0
28563,2006,"0001193125-06-054015","3/15/2006",0
28563,2007,"0001193125-07-048522","3/7/2007",0
28564,2005,"0000904080-05-000013","3/9/2005",0
28564,2006,"0000950129-06-002574","3/13/2006",0
28564,2007,"0000950129-07-000999","2/28/2007",0
28564,2008,"0000950129-08-001248","2/27/2008",0
28564,2009,"0000950134-09-003893","2/27/2009",0
28590,2005,"0000078890-05-000014","3/16/2005",0
28590,2006,"0000078890-06-000012","3/8/2006",0
28590,2007,"0001193125-07-041211","2/27/2007",0
28590,2008,"0000078890-08-000021","2/27/2008",0
28590,2009,"0000078890-09-000013","3/2/2009",0
28616,2005,"0001193125-05-193317","9/28/2005",0
28616,2006,"0001193125-06-195804","9/22/2006",1
28616,2007,"0001193125-07-246946","11/14/2007",0
28616,2008,"0001193125-08-196098","9/15/2008",1
28616,2009,"0001193125-09-189412","9/9/2009",0
28641,2005,"0001140361-05-011480","12/28/2005",0
28641,2006,"0001193125-06-252529","12/13/2006",0
28641,2007,"0000906193-07-000033","12/14/2007",0
28641,2008,"0000906193-08-000040","12/12/2008",0
28641,2009,"0000906193-09-000050","12/11/2009",0
28648,2005,"0000950153-05-000780","4/12/2005",0
28648,2006,"0000950153-06-000958","4/10/2006",0
28648,2007,"0000950153-07-000665","3/28/2007",0
28648,2008,"0000950153-08-000613","3/31/2008",0
28648,2009,"0000950153-09-000229","3/26/2009",0
28668,2005,"0001193125-05-090435","4/29/2005",0
28668,2006,"0001193125-06-095192","5/1/2006",1
28675,2005,"0001015402-05-001590","3/31/2005",0
28675,2006,"0000909724-06-000013","3/27/2006",0
28675,2007,"0000909724-07-000010","3/27/2007",0
28675,2008,"0000909724-08-000005","3/26/2008",0
28675,2009,"0000909724-09-000009","3/31/2009",0
28678,2005,"0000950134-05-004747","3/11/2005",0
28678,2006,"0000950134-06-005428","3/17/2006",0
28699,2005,"0000950144-05-002688","3/17/2005",0
28699,2006,"0000950144-06-002279","3/15/2006",0
28704,2005,"0000907242-05-000015","3/15/2005",0
28704,2006,"0000907242-06-000018","3/16/2006",0
28704,2007,"0000907242-07-000005","3/16/2007",0
28704,2008,"0000907242-08-000010","3/17/2008",0
28704,2009,"0001104659-09-017808","3/16/2009",0
28712,2005,"0000950134-05-006330","3/30/2005",0
28712,2006,"0000950134-06-006355","3/31/2006",0
28712,2007,"0000908598-07-000014","3/28/2007",0
28712,2008,"0000908598-08-000006","3/31/2008",0
28712,2009,"0000908598-09-000013","3/30/2009",0
28717,2005,"0001144204-05-009091","3/30/2005",0
28717,2006,"0001144204-06-012573","3/31/2006",0
28717,2007,"0001144204-07-015812","3/30/2007",0
28717,2008,"0001144204-08-015122","3/13/2008",0
28717,2009,"0001144204-09-013288","3/11/2009",0
28742,2005,"0000950137-05-003025","3/15/2005",0
28742,2006,"0000950137-06-002007","2/17/2006",0
28742,2007,"0000950137-07-002405","2/16/2007",0
28742,2008,"0000908255-08-000021","2/14/2008",0
28742,2009,"0000950137-09-001021","2/12/2009",0
28749,2009,"0001362310-09-004477","3/30/2009",0
28758,2005,"0000950137-05-003133","3/16/2005",0
28758,2006,"0000950137-06-002581","3/6/2006",0
28758,2007,"0000950137-07-003202","3/2/2007",0
28762,2005,"0000905729-05-000215","5/23/2005",0
28762,2006,"0000905729-06-000264","5/19/2006",0
28762,2007,"0000905729-07-000211","5/18/2007",0
28762,2008,"0000905729-08-000244","5/15/2008",0
28762,2009,"0000905729-09-000189","6/8/2009",0
28765,2005,"0001193125-05-052626","3/16/2005",0
28765,2006,"0001193125-06-056633","3/16/2006",0
28765,2007,"0001193125-07-177962","8/10/2007",0
28770,2008,"0001047469-08-003842","3/31/2008",0
28770,2009,"0001047469-09-003398","3/30/2009",0
28775,2007,"0000950137-07-018534","12/14/2007",0
28775,2008,"0000950137-08-014453","12/17/2008",0
28775,2009,"0000950123-09-071983","12/18/2009",0
28787,2005,"0000950144-05-002731","3/17/2005",0
28787,2006,"0000950144-06-001808","3/6/2006",0
28791,2008,"0001162677-08-000023","4/1/2008",0
28791,2009,"0001162677-09-000068","3/27/2009",1
28806,2006,"0001193125-06-253375","12/14/2006",0
28806,2007,"0001193125-07-265636","12/14/2007",0
28806,2008,"0001193125-08-253655","12/15/2008",0
28806,2009,"0001193125-09-258134","12/22/2009",0
28819,2005,"0001125282-05-001390","3/16/2005",0
28819,2006,"0001125282-06-001568","3/10/2006",0
28819,2007,"0001144204-07-011461","3/6/2007",0
28819,2008,"0001144204-08-013492","3/5/2008",0
28819,2009,"0001144204-09-012197","3/5/2009",0
28853,2005,"0000950144-05-003366","3/31/2005",0
28853,2006,"0000950144-06-002338","3/16/2006",0
28853,2007,"0000950144-07-001746","3/1/2007",0
28853,2008,"0000950144-08-001551","2/29/2008",0
28853,2009,"0000950144-09-001667","2/27/2009",0
28877,2005,"0000909954-05-000060","12/8/2005",0
28877,2006,"0001193125-06-253184","12/14/2006",0
